iter	Passed	Remaining
922	4379	365
923	4384	360
924	4390	355
925	4395	351
926	4401	346
927	4406	341
928	4411	337
929	4416	332
930	4421	327
931	4426	322
932	4431	318
933	4436	313
934	4441	308
935	4446	304
936	4451	299
937	4457	294
938	4463	289
939	4468	285
940	4473	280
941	4478	275
942	4483	270
943	4488	266
944	4494	261
945	4499	256
946	4504	252
947	4509	247
948	4514	242
949	4519	237
950	4524	233
951	4529	228
952	4533	223
953	4538	218
954	4543	214
955	4548	209
956	4553	204
957	4558	199
958	4562	195
959	4567	190
960	4572	185
961	4577	180
962	4581	176
963	4586	171
964	4591	166
965	4596	161
966	4601	157
967	4606	152
968	4611	147
969	4616	142
970	4620	138
971	4625	133
972	4630	128
973	4635	123
974	4639	118
975	4644	114
976	4649	109
977	4654	104
978	4658	99
979	4663	95
980	4668	90
981	4673	85
982	4678	80
983	4683	76
984	4687	71
985	4693	66
986	4697	61
987	4702	57
988	4708	52
989	4713	47
990	4717	42
991	4722	38
992	4727	33
993	4733	28
994	4738	23
995	4743	19
996	4748	14
997	4753	9
998	4757	4
999	4762	0
